Taxpayer_Number,Taxpayer_Name,Taxpayer_Address,Taxpayer_City,Taxpayer_State,Taxpayer_Zip,Taxpayer_County,Location_Number,Location_Name,Location_Address,Location_City,Location_State,Location_Zip,Location_County,TABC_Permit_Number,Inside/Outside_City_Limits,Responsibility_Begin_Date,Responsibility_End_Date,Obligation_End_Date,Liquor_Receipts,Wine_Receipts,Beer_Receipts,Cover_Charge_Receipts,Total_Receipts
32064813523,SD CREATIONS LLC,16310 BRATTON LN STE 100,AUSTIN,TX,78728,227,1,SUGAR DADDY'S,101 E MAIN ST,ROUND ROCK,TX,78664,246,MB1000521,Y,11/21/2017,,12/31/2017,$0,$0,$0,$0,$0
13714470963,"CHICAGO PIZZA HOSPITALITY HOLDING, INC.",7755 CENTER AVE STE 300,HUNTINGTN BCH,CA,92647,0,31,BJ'S RESTAURANT & BREWHOUSE,4201 N INTERSTATE 35,ROUND ROCK,TX,78664,246,MB808939,Y,05/31/2012,,12/31/2017,$32843,$11269,$43322,$0,$87434
32058654453,MARSHALL'S TAVERN #3 LP,PO BOX 1628,ROUND ROCK,TX,78680,227,1,MARSHALL'S TAVERN #3,13125 POND SPRINGS RD STE 104,AUSTIN,TX,78729,246,MB969463,N,01/19/2017,,12/31/2017,$8884,$52,$7994,$0,$16930
17427183243,"VALLEY MANAGEMENT, INC.",1611 CHISHOLM TRL STE 210,ROUND ROCK,TX,78681,246,9,GEORGE'S ON THE TOWN,708 S INTERSTATE 35,GEORGETOWN,TX,78628,246,MB880495,Y,08/07/2014,,12/31/2017,$11979,$7611,$10013,$0,$29603
32056429486,"TV TEXAS LIQUOR MANAGEMENT COMPANY, LLC",4333 TERAVISTA CLUB DR,ROUND ROCK,TX,78665,246,1,THE RANCH HOUSE AT TERRAVISTA,4307 TERAVISTA CLUB DR,ROUND ROCK,TX,78665,246,MB915176,N,07/24/2015,,12/31/2017,$3461,$1169,$1665,$0,$6295
32037867507,ARNULFO M LOZANO & ROSA M LOZANO,221 W 4TH ST,TAYLOR,TX,76574,246,2,EL CORRAL LOZANO,300 W 2ND ST,TAYLOR,TX,76574,246,RM736198,Y,11/06/2009,,12/31/2017,$1800,$0,$1600,$0,$3400
17430130694,"DOS SALSAS CAFE, INC.",1104 S MAIN ST,GEORGETOWN,TX,78626,246,1,DOS SALSAS CAFE INC,1104 S MAIN ST,GEORGETOWN,TX,78626,246,RM577700,Y,04/19/2005,,12/31/2017,$55189,$1369,$10253,$0,$66811
32048247723,SRI SAI BALAJI LLC,13945 N HIGHWAY 183 STE C-5,AUSTIN,TX,78717,246,3,BIRYANI-N-GRILL,13945 N HIGHWAY 183 # C5,AUSTIN,TX,78717,246,MB956481,Y,09/01/2016,,12/31/2017,$405,$0,$0,$0,$405
32053131283,"CP HOTEL GROUP, LLC",1401 HOLLIDAY ST STE 426,WICHITA FALLS,TX,76301,243,1,SPRINGHILL SUITES AUSTIN CEDAR PARK,1110 DISCOVERY BLVD,CEDAR PARK,TX,78613,246,MB958107,Y,09/16/2016,,12/31/2017,$5587,$929,$1101,$0,$7617
32008082714,RICHARD ONTIVEROS,1115 COUNTY ROAD 406,TAYLOR,TX,76574,246,3,COCO LOUNGE,105 S MAYS ST,ROUND ROCK,TX,78664,246,MB882138,Y,08/22/2014,,12/31/2017,$14393,$730,$21574,$0,$36697
32034985831,"SALT LICK AT THE DIAMOND, L.P.",PO BOX 311,DRIFTWOOD,TX,78619,105,1,SALT LICK AT THE DIAMOND,3350 E PALM VALLEY BLVD,ROUND ROCK,TX,78665,246,MB699603,Y,07/31/2008,,12/31/2017,$8780,$2724,$16501,$0,$28005
32050131047,"ATX 7 OUT ENTERTAINMENT, LLC",13995 N HIGHWAY 183,AUSTIN,TX,78717,246,1,FOXHOLE CULINARY TAVERN,13995 N HIGHWAY 183,AUSTIN,TX,78717,246,MB860409,Y,12/31/2013,,12/31/2017,$43664,$30772,$19086,$0,$93522
32050017907,"OMEGA PIZZA COMPANY, INC.",307 DOVE CREEK DR,ROUND ROCK,TX,78664,246,1,FIRE IN THE HOLE,103 E MAIN ST,ROUND ROCK,TX,78664,246,MB846836,Y,07/24/2013,,12/31/2017,$3732,$5554,$11257,$0,$20543
32050706848,RIVERSIDE BEVERAGES LLC,3012 W LANCASTER AVE # 110,FORT WORTH,TX,76107,220,3,FUZZY'S TACO SHOP,401 E WHITESTONE BLVD STE A108,CEDAR PARK,TX,78613,246,MB937758,Y,03/14/2016,,12/31/2017,$0,$0,$0,$0,$0
32039959658,"UNICO EN SABORES, INC.",PO BOX 999,HUTTO,TX,78634,246,6,MORELIA MEXICAN GRILL,2400 S INTERSTATE 35 STE 160,ROUND ROCK,TX,78681,246,MB706129,Y,06/01/2014,,12/31/2017,$29479,$662,$10011,$0,$40152
30117183399,"JOE'S CRAB SHACK, LLC",10555 RICHMOND AVE,HOUSTON,TX,77042,101,7,JOE'S CRAB SHACK,2401 S INTERSTATE 35,ROUND ROCK,TX,78664,246,MB650060,Y,08/29/2013,12/22/2017,12/31/2017,$13474,$780,$5469,$0,$19723
32029828046,VICENTE D SANCHEZ JR,109 N SHEPPARD ST,ROUND ROCK,TX,78664,246,7,CACTUS NIGHTS SPORTS BAR,109 N SHEPPARD ST,ROUND ROCK,TX,78664,246,MB938460,Y,03/21/2016,,12/31/2017,$4551,$0,$8828,$0,$13379
17427507276,"REALE'S PIZZA & CAFE, INC.",825 COUNTY ROAD 290,LEANDER,TX,78641,246,1,"REALE'S PIZZA & CAFE, INC.",13450 N HIGHWAY 183 STE 230,AUSTIN,TX,78750,246,MB478403,Y,08/31/2000,,12/31/2017,$8212,$17270,$4068,$0,$29550
32049627758,"BLUE CORN HARVEST, LLC",700 E WHITESTONE BLVD STE 204,CEDAR PARK,TX,78613,246,1,BLUE CORN HARVEST BAR & GRILL,700 E WHITESTONE BLVD STE 206,CEDAR PARK,TX,78613,246,MB833179,Y,02/28/2013,,12/31/2017,$44841,$13789,$10853,$0,$69483
32044650706,"THE LEAGUE CONCEPTS, LLC",1310 RANCH ROAD 620 S STE C1-C3,LAKEWAY,TX,78734,227,2,THE LEAGUE,10526 W PARMER LN STE 401,AUSTIN,TX,78717,246,MB856461,Y,11/04/2013,,12/31/2017,$16764,$13218,$19785,$0,$49767
32048992856,"THE MAIN STREET TAP, LLC",309 E MAIN ST,ROUND ROCK,TX,78664,246,1,THE BRASS TAP,204 E MAIN ST,ROUND ROCK,TX,78664,246,MB826388,Y,12/06/2012,,12/31/2017,$25199,$4080,$77429,$0,$106708
32056188066,"HIT PORTFOLIO I TX BEVERAGE COMPANY, LLC",3950 UNIVERSITY DR STE 301,FAIRFAX,VA,22030,0,2,HILTON GARDEN INN,2310 N INTERSTATE 35,ROUND ROCK,TX,78681,246,MB909877,Y,06/04/2015,,12/31/2017,$1624,$783,$462,$0,$2869
17521332019,"OLIVE GARDEN OF TEXAS, LLC",PO BOX 695011,ORLANDO,FL,32869,0,50,OLIVE GARDEN OF TEXAS #1566,100 SUNDANCE PKWY,ROUND ROCK,TX,78681,246,RM533688,Y,04/14/2003,,12/31/2017,$12897,$23854,$7357,$0,$44108
12059054531,JLB RESTAURANTES INC.,PO BOX 670,LIBERTY HILL,TX,78642,246,1,JARDIN CORONA,15395 W STATE HIGHWAY 29,LIBERTY HILL,TX,78642,246,MB650091,Y,01/29/2007,,12/31/2017,$33164,$426,$7936,$0,$41526
17604854111,"SALTGRASS, INC.",1510 WEST LOOP S ATTN: TAX DEPT,HOUSTON,TX,77027,101,6,SALTGRASS STEAKHOUSE #13,2300 N INTERSTATE 35,ROUND ROCK,TX,78681,246,MB535923,Y,05/19/2003,,12/31/2017,$40989,$19171,$17127,$0,$77287
32039959658,"UNICO EN SABORES, INC.",PO BOX 999,HUTTO,TX,78634,246,3,MORELIA MEXICAN GRILL,9900 W PARMER LN STE 220,AUSTIN,TX,78717,246,MB763169,Y,12/07/2010,,12/31/2017,$10778,$394,$3568,$0,$14740
30117462959,"MESA ROSA, INC.",PO BOX 170670,AUSTIN,TX,78717,246,2,MESA ROSA MEXICAN RESTAURANT,15515 RANCH ROAD 620 N,AUSTIN,TX,78717,246,MB510624,N,03/01/2002,,12/31/2017,$20561,$825,$6207,$0,$27593
32057851076,WHI AUSTIN NORTH MANAGEMENT LLC,1 POST OFFICE SQ STE 3100,BOSTON,MA,02109,0,1,DBA: AUSTIN MARRIOTT NORTH,2600 LA FRONTERA BLVD,ROUND ROCK,TX,78681,246,RM953692,Y,08/05/2016,,12/31/2017,$19107,$5225,$8355,$2648,$35335
32051382193,"TEXICAN CAFE - LAKELINE, LLC",11940 MANCHACA RD STE 102,AUSTIN,TX,78748,227,1,JUANA MARIA'S TEXICAN CAFE,11066 PECAN PARK BLVD,CEDAR PARK,TX,78613,246,MB551823,Y,02/24/2014,,12/31/2017,$34756,$1603,$7847,$0,$44206
32038419472,"K NOODLE, INC.",1601 LYNNVILLE TRL,AUSTIN,TX,78727,227,1,KING NOODLE,500 CYPRESS CREEK RD STE 100,CEDAR PARK,TX,78613,246,MB785205,Y,09/19/2011,,12/31/2017,$440,$276,$355,$0,$1071
15814983126,"RARE HOSPITALITY INTERNATIONAL, INC.",PO BOX 695016,ORLANDO,FL,32869,0,14,LONGHORN STEAKHOUSE #5425,1005 W UNIVERSITY AVE,GEORGETOWN,TX,78628,246,MB806466,Y,05/08/2012,,12/31/2017,$16427,$11671,$8873,$0,$36971
32057501879,SHINDIG BAR INC.,2610 GUADALUPE ST,AUSTIN,TX,78705,227,1,THE LOCAL OUTPOST,13201 POND SPRINGS RD STE 208,AUSTIN,TX,78729,246,MB944337,Y,05/17/2016,,12/31/2017,$39594,$305,$26447,$0,$66346
32062261162,"WEIR-WELL, LLC",1016 HIGHKNOLL LN,GEORGETOWN,TX,78628,246,1,THE WELL,718 S AUSTIN AVE,GEORGETOWN,TX,78626,246,MB993999,Y,09/13/2017,,12/31/2017,$0,$0,$0,$0,$0
32053210814,"SERRANOS CAFE AT CEDAR PARK, LLC",2817 RAVELLO RIDGE DR,AUSTIN,TX,78735,227,1,SERRANOS CAFE AT CEDAR PARK,1900 E WHITESTONE BLVD,CEDAR PARK,TX,78613,246,MB890312,Y,11/14/2014,,12/31/2017,$20871,$928,$9353,$0,$31152
15814983126,"RARE HOSPITALITY INTERNATIONAL, INC.",PO BOX 695016,ORLANDO,FL,32869,0,9,LONGHORN STEAKHOUSE #5421,1469 E WHITESTONE BLVD,CEDAR PARK,TX,78613,246,MB791460,Y,12/02/2011,,12/31/2017,$14088,$8153,$7412,$0,$29653
32047396638,"GKSD2 RESTAURANT ENTERPRISES, L.L.C.",2500 HOPPE TRL,ROUND ROCK,TX,78681,246,1,JACK ALLEN'S KITCHEN,2500 HOPPE TRL,ROUND ROCK,TX,78681,246,MB817817,Y,08/24/2012,,12/31/2017,$89350,$35756,$23287,$0,$148393
17429989183,"SOUTHBAR, INC.",300 W WALTER AVE,PFLUGERVILLE,TX,78660,227,2,SHENANIGANS NIGHTCLUB,13233 POND SPRINGS RD STE 316,AUSTIN,TX,78729,246,MB505030,Y,11/14/2001,,12/31/2017,$40996,$143,$30782,$0,$71921
32020576131,"OBC, INC.",12226 RANCH ROAD 620 N STE B,AUSTIN,TX,78750,246,1,TAQUERIA GUADALAJARA LA ALTENITA,12226 RANCH ROAD 620 N STE B,AUSTIN,TX,78750,246,MB678511,Y,12/07/2007,,12/31/2017,$1501,$0,$3261,$0,$4762
17605396294,"GATEWAY BEVERAGES, INC.",146 WESTCOTT ST STE 200,HOUSTON,TX,77007,101,13,"GATEWAY BEVERAGES, INC",1101 WOODLAWN AVE,GEORGETOWN,TX,78628,246,MB493188,Y,09/01/2016,,12/31/2017,$39393,$33346,$29501,$0,$102240
32041581086,"TREVINO BROTHERS, INC.",610 N AUSTIN AVE # 100,GEORGETOWN,TX,78626,246,2,LA PLAYA CAFE GEORGETOWN,610 N AUSTIN AVE,GEORGETOWN,TX,78626,246,RM753762,Y,12/01/2015,,12/31/2017,$6887,$387,$2360,$0,$9634
32049391090,THIRD BASE AUSTIN NORTHWEST LLC,PO BOX 40759,AUSTIN,TX,78704,227,1,THIRD BASE,13301 N HIGHWAY 183 BLDG E,AUSTIN,TX,78750,246,MB838972,Y,04/29/2013,,12/31/2017,$44710,$1907,$40830,$0,$87447
17524461674,"OUTBACK BEVERAGES OF TEXAS, LLC",2202 N WEST SHORE BLVD STE 500,TAMPA,FL,33607,0,56,OUTBACK STEAKHOUSE,1651 N INTERSTATE 35,ROUND ROCK,TX,78664,246,MB475255,Y,01/01/2008,,12/31/2017,$9560,$5012,$8140,$0,$22712
32040126354,CATERING WITH A TWIST LLC,602 MCNEIL RD STE 106,ROUND ROCK,TX,78681,246,2,CATERING WITH A TWIST,602 MCNEIL RD STE 106,ROUND ROCK,TX,78681,246,MB992472,Y,08/25/2017,,12/31/2017,$3417,$0,$0,$0,$3417
13714470963,"CHICAGO PIZZA HOSPITALITY HOLDING, INC.",7755 CENTER AVE STE 300,HUNTINGTN BCH,CA,92647,0,38,BJ'S RESTAURANT & BREWERY,1001 E WHITESTONE BLVD,CEDAR PARK,TX,78613,246,MB880927,Y,08/12/2014,,12/31/2017,$31167,$11410,$46357,$0,$88934
32040399092,JOEL D CHENOWETH,6104 N HAMPTON DR,AUSTIN,TX,78723,227,2,WARPATH,1116 E PALM VALLEY BLVD UNIT E,ROUND ROCK,TX,78664,246,MB979746,Y,04/25/2017,,12/31/2017,$2651,$127,$6689,$0,$9467
17528116894,SWH LIQUOR COMPANY,12201 MERIT DR STE 900,DALLAS,TX,75251,57,12,MIMI'S CAFE,4151 N INTERSTATE 35,ROUND ROCK,TX,78664,246,MB696427,Y,06/24/2008,,12/31/2017,$1333,$5042,$2171,$0,$8546
32037464123,"RRHI, INC.",2370 CHISHOLM TRL,ROUND ROCK,TX,78681,246,1,HOLIDAY INN,2370 CHISHOLM TRL,ROUND ROCK,TX,78681,246,MB762649,Y,12/01/2010,,12/31/2017,$1822,$217,$1199,$0,$3238
32040262050,"DBF ENTERPRISES, LLC",PO BOX 511,HUTTO,TX,78634,246,1,SNUFFY'S PLACE,204 HIGHWAY 79,HUTTO,TX,78634,246,MB736248,Y,11/06/2009,,12/31/2017,$15671,$184,$11990,$0,$27845
32057063276,"LAKE CREEK BACK PORCH, LLC",1406 WINDSOR RD APT 102,AUSTIN,TX,78703,227,1,THE BACK PORCH,12233 RANCH ROAD 620 N STE 104,AUSTIN,TX,78750,246,MB918847,Y,08/28/2015,,12/31/2017,$5937,$3390,$6241,$0,$15568
17519330587,"CHILI'S BEVERAGE COMPANY, INC.",6820 LYNDON B JOHNSON FWY,DALLAS,TX,75240,57,190,CHILI'S GRILL & BAR,401 S INTERSTATE 35,GEORGETOWN,TX,78626,246,RM569907,Y,12/07/2004,,12/31/2017,$13845,$1660,$11695,$0,$27200
15814983126,"RARE HOSPITALITY INTERNATIONAL, INC.",PO BOX 695016,ORLANDO,FL,32869,0,8,LONGHORN STEAKHOUSE #5414,2702 PARKER DR STE C,ROUND ROCK,TX,78681,246,RM785533,Y,09/22/2011,,12/31/2017,$15500,$7298,$8645,$0,$31443
32058900757,MARSHALL'S TAVERN #2 LP,PO BOX 1628,ROUND ROCK,TX,78680,227,1,MARSHALL'S TAVERN #2,1119 N MAIN ST,TAYLOR,TX,76574,246,RM939258,Y,03/29/2016,,12/31/2017,$5418,$86,$15091,$0,$20595
17600691038,"QUALITY MEXICAN RESTAURANTS, INC.",12000 AEROSPACE AVE STE 400,HOUSTON,TX,77034,101,26,CASA OLE #45,1013 W UNIVERSITY AVE STE 155,GEORGETOWN,TX,78628,246,RM645171,Y,11/16/2006,,12/31/2017,$5417,$215,$1685,$0,$7317
32047707347,"SYNERGY RESTAURANT MANAGEMENT - HOUSTON, L.L.C.",13355 NOEL RD STE 1645,DALLAS,TX,75240,57,1,APPLEBEE'S #8003 (LAKELINE/CEDAR PARK),11013 LAKELINE MALL DR,CEDAR PARK,TX,78613,246,MB818155,Y,08/28/2012,,12/31/2017,$24685,$2573,$14203,$0,$41461
32053340496,"TRES HABANEROS / CEDAR PARK, LTD.",PO BOX 5889,KATY,TX,77491,101,1,LUPE TORTILLA MEXICAN RESTAURANT,4501 183A TOLL RD STE B,CEDAR PARK,TX,78614,246,MB911505,Y,06/17/2015,,12/31/2017,$83080,$5555,$25121,$0,$113756
14119571074,"BLAZIN WINGS, INC.",5500 WAYZATA BLVD STE 1600,MINNEAPOLIS,MN,55416,0,65,BUFFALO WILD WINGS GRILL & BAR,4710 183A TOLL RD,CEDAR PARK,TX,78613,246,MB927200,Y,11/17/2015,,12/31/2017,$10922,$633,$39442,$0,$50997
32060925180,"BURROS TEX MEX BAR & GRILL, LLC",1705 CEDAR CREEK CV,ROUND ROCK,TX,78681,246,1,BURROS TEX MEX BAR & GRILL,900 E PALM VALLEY BLVD STE 920,ROUND ROCK,TX,78664,246,MB962594,Y,10/27/2016,,12/31/2017,$7574,$55,$2112,$0,$9741
32051339904,"HORCHATA, LLC",4211 S LAMAR BLVD STE A2,AUSTIN,TX,78704,227,1,PAPALOTE TACO HOUSE,13219 N HIGHWAY 183 STE 100,AUSTIN,TX,78750,246,MB933164,Y,01/27/2016,,12/31/2017,$773,$0,$294,$0,$1067
12057184488,"CHUY'S OPCO, INC.",1623 TOOMEY RD,AUSTIN,TX,78704,227,7,CHUY'S ROUND ROCK,2320 N INTERSTATE 35,ROUND ROCK,TX,78681,246,MB651298,Y,02/04/2014,,12/31/2017,$138622,$1947,$24584,$0,$165153
11342084230,"NORTHBAR, INC.",300 W WALTER AVE,PFLUGERVILLE,TX,78660,227,1,THE OFFICE LOUNGE,1207 LEANDER RD,GEORGETOWN,TX,78628,246,MB524398,Y,10/17/2002,,12/31/2017,$23429,$83,$16017,$0,$39529
32040181276,"SAA & M, INC",1720 N MAYS ST,ROUND ROCK,TX,78664,246,1,RIO GRANDE TEX MEX,1720 N MAYS ST,ROUND ROCK,TX,78664,246,MB742729,Y,02/25/2010,,12/31/2017,$15406,$149,$974,$0,$16529
32042325665,"DOS SALSAS CAFE TWO, LLC",1600 E WHITESTONE BLVD,CEDAR PARK,TX,78613,246,1,"DOS SALSAS CAFE TWO, LLC",1600 E WHITESTONE BLVD,CEDAR PARK,TX,78613,246,MB823858,Y,11/02/2012,,12/31/2017,$60473,$1591,$12549,$0,$74613
17523697534,"RAZZOO'S, INC.",15660 DALLAS PKWY STE 450,DALLAS,TX,75248,57,20,RAZZOO'S CAJUN CAFE,201 UNIVERSITY OAKS STE 1300,ROUND ROCK,TX,78665,246,MB707533,Y,11/05/2008,,12/31/2017,$26149,$1715,$20010,$0,$47874
12008060084,"AOSEFEA, LLC",121 W ADELANTA PL,ROUND ROCK,TX,78681,246,2,HURRICAN GRILL & WINGS,2701 PARKER RD,ROUND ROCK,TX,78681,246,RM890854,Y,11/19/2014,,12/31/2017,$13893,$1033,$20854,$0,$35780
32058171235,WHI AUSTIN ROUND ROCK MANAGEMENT LLC,1 POST OFFICE SQ STE 3100,BOSTON,MA,02109,0,1,HYATT PLACE AUSTIN/ROUND ROCK,420 SUNDANCE PKWY,ROUND ROCK,TX,78681,246,MB978373,Y,04/07/2017,,12/31/2017,$3324,$1477,$2482,$0,$7283
32059410889,"601 W. WHITESTONE BLVD, L.P.",PO BOX 1204,MANOR,TX,78653,227,1,POST TAVERN,601 W WHITESTONE BLVD,CEDAR PARK,TX,78613,246,MB956002,Y,08/29/2016,,12/31/2017,$21994,$599,$29260,$0,$51853
17426266999,"G.E.J.C.C.J., INC.",12207 TANGLEWILD DR,AUSTIN,TX,78758,227,1,PARDNERS,1100 E PALM VALLEY BLVD STE 15,ROUND ROCK,TX,78664,246,MB228816,Y,12/01/1993,,12/31/2017,$14283,$158,$14813,$0,$29254
14216913153,"SORTO'S GROUP, LLC",2600 W 2ND ST,TAYLOR,TX,76574,246,3,MASFAJITAS RESTAURANT,1700 E PALM VALLEY BLVD STE 300,ROUND ROCK,TX,78664,246,MB792597,Y,12/14/2011,,12/31/2017,$10326,$166,$3901,$0,$14393
30117462959,"MESA ROSA, INC.",PO BOX 170670,AUSTIN,TX,78717,246,1,MESA ROSA,10700 ANDERSON MILL RD,AUSTIN,TX,78750,246,MB458069,Y,10/07/1999,,12/31/2017,$9387,$439,$1345,$0,$11171
15937618476,"CENTEX CAFE, LTD.",600 E DALLAS RD STE 300,GRAPEVINE,TX,76051,220,4,COTTON PATCH CAFE,1700 E PALM VALLEY BLVD STE 580,ROUND ROCK,TX,78664,246,MB847192,Y,07/29/2013,,12/31/2017,$3443,$535,$1605,$0,$5583
32052053728,"RYAN SANDERS SPORTS SERVICES, LLC",3400 E PALM VALLEY BLVD,ROUND ROCK,TX,78665,246,3,"RYAN SANDERS SPORTS SERVICES, LLC",2100 AVENUE OF THE STARS,CEDAR PARK,TX,78613,246,MB920292,Y,09/14/2015,,12/31/2017,$33049,$7402,$45433,$0,$85884
32061410190,"PMH RESTAURANT, INC.",3600 MOON RIVER RD,AUSTIN,TX,78746,227,1,THE HOLLOW,708 S AUSTIN AVE,GEORGETOWN,TX,78626,246,MB962243,Y,10/25/2016,,12/31/2017,$16075,$15936,$559,$0,$32570
14119571074,"BLAZIN WINGS, INC.",5500 WAYZATA BLVD STE 1600,MINNEAPOLIS,MN,55416,0,77,BUFFALO WILD WINGS,1007 W UNIVERSITY AVE STE 1,GEORGETOWN,TX,78628,246,RM972472,Y,02/10/2017,,12/31/2017,$10296,$640,$35175,$0,$46111
32054025377,"MELLOW AUSTIN, LLC",19627 INTERSTATE 45 STE 420,SPRING,TX,77388,101,1,MELLOW MUSHROOM,2600 N INTERSTATE 35,ROUND ROCK,TX,78681,246,MB922944,Y,10/07/2015,,12/31/2017,$4088,$1776,$9558,$0,$15422
12602352655,MAGGIORE'S INC.,1420 CYPRESS CREEK RD STE 1000,CEDAR PARK,TX,78613,246,2,MAGGIORE'S INC.,1420 CYPRESS CREEK RD STE 1000,CEDAR PARK,TX,78613,246,MB762667,Y,12/01/2010,,12/31/2017,$14525,$3300,$22277,$0,$40102
32063044286,"CASAMA ENTERPRISES, LLC",700 E WHITESTONE BLVD STE 204,CEDAR PARK,TX,78613,246,1,BLUE CORN HARVEST BAR & GRILL,212 W 7TH ST STE 105,GEORGETOWN,TX,78626,246,MB999853,Y,11/10/2017,,12/31/2017,$34857,$15332,$8692,$0,$58881
19121990352,"WESTBAR, INC.",300 W WALTER AVE,PFLUGERVILLE,TX,78660,227,1,THE ROADHOUSE,1103 WONDER ST,ROUND ROCK,TX,78681,246,MB543798,Y,09/11/2003,,12/31/2017,$18602,$113,$18540,$0,$37255
32019336356,"BLACK PEARL INVESTMENTS, LLC",2326 S CROSSING DR,ROUND ROCK,TX,78664,246,1,SKINNY BOB'S BILLIARDS,300 HESTERS CROSSING RD STE A1,ROUND ROCK,TX,78681,246,MB749117,Y,05/27/2010,,12/31/2017,$25915,$273,$24693,$0,$50881
32061270479,"TRES HABANEROS/ROUND ROCK, LTD.",1999 BRYAN ST STE 900,DALLAS,TX,75201,57,1,LUPE TORTILLA MEXICAN RESTAURANT,240 BASS PRO DR,ROUND ROCK,TX,78665,246,MB989182,Y,07/24/2017,,12/31/2017,$0,$0,$0,$0,$0
17522391758,"ROSA'S CAFES, INC.",5000 OVERTON PLZ STE 300,FORT WORTH,TX,76109,220,38,ROSA'S CAFE & TORTILLA FACTORY #35,1509 E WHITESTONE BLVD,CEDAR PARK,TX,78613,246,MB762524,Y,11/30/2010,,12/31/2017,$1663,$0,$1225,$0,$2888
32058388987,"ABILENE FE - FE, LLC",1233 WEST LOOP S STE 1000,HOUSTON,TX,77027,101,1,FAST EDDIES,13945 N HIGHWAY 183 STE D122,AUSTIN,TX,78717,246,MB780271,Y,12/01/2015,,12/31/2017,$40391,$694,$31181,$0,$72266
17514214240,"RED LOBSTER OF TEXAS, INC.",PO BOX 695011,ORLANDO,FL,32869,0,65,RED LOBSTER OF TEXAS INC,2702 PARKER DR STE A,ROUND ROCK,TX,78681,246,MB485624,Y,01/12/2001,,12/31/2017,$15101,$5813,$6043,$0,$26957
17406426902,GEORGETOWN COUNTRY CLUB,PO BOX 450,GEORGETOWN,TX,78627,246,1,GEORGETOWN COUNTRY CLUB,1500 COUNTRY CLUB RD,GEORGETOWN,TX,78628,246,MB632402,Y,07/04/2006,,12/31/2017,$10009,$3673,$11655,$0,$25337
32038667260,"BARAM, INC.",12631 ORO VALLEY TRL,AUSTIN,TX,78729,246,2,"BARAM, INC.",2011 LITTLE ELM TRL STE 100,CEDAR PARK,TX,78613,246,MB798052,Y,07/01/2013,,12/31/2017,$35558,$668,$42236,$0,$78462
32047427839,CEDAR PARK PUB LLC,2304 MONACO DR,CEDAR PARK,TX,78613,246,1,CEDAR PARK PUB,2403 S BELL BLVD STE B,CEDAR PARK,TX,78613,246,MB808309,Y,05/24/2012,,12/31/2017,$30647,$257,$17132,$0,$48036
17428909406,"SPOHN & ASSOCIATES, INC.",8940 RESEARCH BLVD STE 300,AUSTIN,TX,78758,227,6,PINBALLZ,13729 N HIGHWAY 183 STE 200,AUSTIN,TX,78750,246,MB941152,Y,04/14/2016,,12/31/2017,$31600,$3835,$45218,$0,$80653
32047121200,ALAMO LAKELINE LLC,612A E 6TH ST,AUSTIN,TX,78701,227,1,ALAMO DRAFTHOUSE CINEMA,14028 N HIGHWAY 183 BLDG F,AUSTIN,TX,78717,246,MB842398,Y,06/05/2013,,12/31/2017,$68442,$33290,$100099,$0,$201831
32058577704,"J&T RESTAURANTS ROUND ROCK, LLC",7720 W HIGHWAY 71,AUSTIN,TX,78735,227,1,SALT TRADERS,2850 N INTERSTATE 35,ROUND ROCK,TX,78681,246,MB955168,Y,08/18/2016,,12/31/2017,$53659,$36710,$16254,$0,$106623
32044647306,"FCG GEORGETOWN, LLC",14679 MIDWAY RD STE 100,ADDISON,TX,75001,57,1,FISH CITY GRILL,1019 W UNIVERSITY AVE STE 1025,GEORGETOWN,TX,78628,246,MB791006,Y,11/29/2011,,12/31/2017,$8565,$6217,$5850,$0,$20632
32053989078,"TW RESTAURANT HOLDER, LLC",1815 THE EXCHANGE SE,ATLANTA,GA,30339,0,14,HOOTERS,2700 S INTERSTATE 35,ROUND ROCK,TX,78681,246,MB673842,Y,11/01/2014,,12/31/2017,$13068,$256,$34465,$0,$47789
12630963622,MAC ACQUISITION LLC,1855 BLAKE ST STE 200,DENVER,CO,80202,0,11,ROMANO'S MACARONI GRILL,2501 S INTERSTATE 35,ROUND ROCK,TX,78664,246,MB710751,Y,12/18/2008,,12/31/2017,$4897,$9342,$1632,$0,$15871
16805711401,"SHOOTERS BILLIARDS & SPORTS BAR, LLC",601 E WHITESTONE BLVD STE 532,CEDAR PARK,TX,78613,246,1,SHOOTERS BILLIARDS & SPORTS BAR L L C,601 E WHITESTONE BLVD BLDG 5,CEDAR PARK,TX,78613,246,MB550272,Y,01/13/2004,,12/31/2017,$47009,$520,$37194,$0,$84723
32059500127,"BANG HOSPITALITY, LLC",2208 CLOVER RIDGE DR,CEDAR PARK,TX,78613,246,1,KOBE JAPANESE STEAKHOUSE,13492 N HIGHWAY 183 STE 380,AUSTIN,TX,78750,246,MB965677,Y,12/02/2016,,12/31/2017,$10398,$9244,$6899,$0,$26541
17426162909,"CABANA BEVERAGES, INC.",8111 MAINLAND DR STE 104,SAN ANTONIO,TX,78240,15,163,"CABANA BEVERAGES, INC.",4400 E PALM VALLEY BLVD,ROUND ROCK,TX,78665,246,MB641037,Y,10/03/2006,,12/31/2017,$918,$0,$514,$0,$1432
